"ai_id","turnout"
"c2e81eb0d64e21e85e5acbfeb373f92e",1
"f85f7b8bde75d8244254c0d6f453730f",1
"b4af1cc92dc2a3fcdb28ced1b281110a",0
"be828e4b727f1d0f9cfd8d7fc4233916",1
"68060fcc21f422bd2a7c0c8671bb815f",1
"1f7d877ea46b244bfd8d482ba82e8f54",1
"fb1a3c126619c71e90d6441b37dcda6b",1
"41b39a95f769b726cd73b7be6da2b344",0
"c97d7975ccdcd137ad24d9ce2fcef131",0
"b57b85d90cd20fb25b62c6ac8dd796aa",1
"a2d2692194bbdca66f9c42d8ac913ed2",1
"a77e8e49585c1165bd5ac45377140f08",1
"bb68c93b6912aa5dd738082d1c4c333d",1
"0c02a3e10b315e8cac9ed007dca450a5",1
"499614b4076e779d5155a1e6d8c95071",1
"c630684864cd069068aa7f1a2db9779e",0
"1b94be8cbcb1541d2e8837023cf3463c",1
"71932de1772aea500ec69b58301b6573",0
"b6a6c8a2a841d4c165e6532adc9a500f",1
"ca236d56fb59f885f277bbdc3588d719",0
"e75ffdd82c08f29a4e02156125943c88",0
"51cd65016a8f85dd17a716df11d2ac1b",0
"f15332a441df3dc05afeab66750c40eb",0
"3a7f9d7dc2315eec11e735e3953853c8",1
"435656b48f93f3d04ce0be24807ec147",0
"8774e12bc3406b679cac440e2de0658c",1
"254183ba86fb65366201cacb0a763f6d",1
"9da4f2a85ac709e592fbacc4f5d0a73a",1
"0870b4de64dfba6c565d1c99906e4275",1
"31305514ee86dcd6b7f2466165a96b40",0
"9f83dc066494a0a61e8fcf8e551e2319",1
"7725a3bee24437723a5162a96d63991c",1
"3908aa7aeda3e723048dd3ae3c188f36",1
"2ce27b6cac5ad5df1b799eafb08131d6",1
"d714e7581c4919fe28ecc40de0a69cac",
"c78c2994e30498fa4627fd2b23d3f557",1
"02d337735ca4c53cd807622ba4282f71",1
"aaa3d5f3db10d92b3e64bab29b086a64",1
"022c67b6925352d6cd5740b676688969",1
"618ea7001d47491603485303e71bba37",1
"8defec38513bbe1f8d0f6def2089e96c",1
"d6a4ec9624b84eecd5e343904510738f",1
"315b4b699fdab9f4582b709b38235045",0
"fb1cc53e70073609a65954ad5da60440",1
"bdc8d278b642827e81c507a6fd5f9986",1
"2ce1567ba6ad8814a85b05bee733113f",1
"9071a0772ffa8fabed062f19090a0bbe",1
"035e328ae22a2e44a983280c3bede26c",1
"343c78fd624ff1be2cee1d5b2c35a154",0
"0a240238d88bb8d00a28fde8c7f1ad37",1
"cd716b78e9fdc3e80fca40d6ede9becd",1
"f7c9cbf392cc00d8f2a08510f724419d",1
"086e2f0c305ca530915c5e8d36579362",1
"98fe0f6ed64f6a044fd477192ee203e4",1
"68b2efb587399f61dbfc865ccc6fd89c",0
"8bb99c726d94a5284a3bdccadc7dcaf8",0
"8ced04bcc8d17119f4a00f38adcea494",1
"1ca8f6afa75888c00b26a9a5550b2739",0
"169fa2ae9c997662b43bc82939a73346",0
"b823fcf2906fb445c89a6a1be3a522ac",1
"f8df44cd74f2073214d811785f1490e5",1
"75a6c1ff794bc421daf48c79bd863e1f",1
"2afa0968b7efce9fe1ce7b785ba2fbf7",0
"42e023ab19a8216401758e4148be5703",1
"1aa27f263734aa30943db4f52be08807",1
"36e1b6629e162d43ecb22f3a5cdcf0d8",1
"837e7d727d4814a5e10981783eb6a5fd",0
"5296dda29b7202c7f5abc79256bccde7",1
"d2e2a1cd37efbb67d09ca5ef0df98a0c",0
"9e21ec2d7742b3f61288a6784060f852",1
"7874248bd1437df8b1f802feb8bf7985",1
"f560d9a60ab79eec47ef0e1130c7c667",1
"ded2236156d680406436fd32f9c1f517",1
"28847e05fcb07cacbfbccf71991f5167",1
"a42d2e8bd3002e10ef1e32904e56ab76",1
"dec228a53ec17d0b02e3dd59d7e5fa54",1
"ce286be4f68ffca57430418a539c4529",1
"8b9d332e3813ae1364da8e4d105b9611",1
"4ee81fe68e3fe6016b3e31da803e2fbf",0
"e90063018c97734e887595c7305e43ed",0
"6cfde504337e8d1d23ee8e37121328ff",0
"c81cf06f2173456842f78cb7212776e9",1
"b79f33a42e32649ca85923a7cb79258a",0
"8d070a180ca6cb0da7dbd23d96945505",1
"6b71bd9077b73e1ca3624f01219ccc21",0
"5e631004ffd3460976c79c558ea34ab4",1
"1ee6fb5a943dfb5e55aa7c34d76acd53",0
"b553b4f55a41655f486d9ddebb6e69ad",1
"83163044af96a4964e85691af0131bc0",0
"b0223156475be387290a55500cba692c",1
"7e1b07a403c3dc77bf003b531589edd9",1
"f901e4d4c5379783b7a6b01cc974662e",0
"a2d6130d1ff1ef628c58d2b23b330cba",1
"6a79990a8878f3d83de068345edf897f",1
"365e9a656296ef6ec6a38911d57e639f",0
"11ef88f7b63fca57bb17f4d3047e44cf",0
"8c1b98a26429fde835cdb7a96792f68c",0
"ca2feebcf19845b92eb370037c94a2c8",0
"ea3a126f0447b5d2b5aa3e732cb67fd4",1
"06fcadc8f98281c8592bf7a9efead23e",1
"2412ffc3d9ae341c954389326cf285e6",1
"3184a1cfdd6fa0fbdd98e7ad2ba235a0",1
"83440a9b1c3d186138bedde5817bb037",1
"c40a144e1897435bff6988f0cfe0d71d",1
"c1b2b45fd9e706766ced1cb58f32b835",1
"3c2195318ae312ea58f8cfcafdee3989",1
"1196a896933630fe917ca3b42c8a493c",1
"5804b30f31c36ed2847137bba3e7b686",1
"246696f7e8a83fb067b3cd2276639907",1
"61782b1e842cb0ea04843e272e72da64",0
"8204762a55b01ceb172081fb76c05bf7",0
"80507f9857bf7290735ed722e0913596",0
"1e7777d86984571d23d3b5049094fc7e",0
"eb93d29cca80d783377b1c0909867dd1",0
"084d1781bf7e0786ecd6e2972a911446",0
"2eb83b3c2cf79dcabe7578a1eac2e6bf",0
"fa2dac33c7363902dfda733119cc3700",1
"3cf3f301e1bb074e1610ff6750bc0174",0
"87fdacb69d69c6ca169acace5e046fb7",1
"83d16e7cbb562183e9ebc9ee2df5baab",1
"063e3bba1a31fbf429d663108aa52f18",1
"c11386ca44997dff7b9ea00d161eac0a",0
"907e52800a3b99d38b14e0c336ec70d0",1
"0bcb1e780ca878866cbff334c023ec5c",1
"7fc450dd032f16e9f305fd2d9002c1a0",1
"25911e7d43d0fc797d0e0c81112d07b6",0
"b8a6d94df055f514ce64bdbcb893ecaa",
"609d2d4fab9c7b767f312d8702d814a3",0
"f71e51e759e82bc6d3dc70a84d896e87",0
"4789a9d296b1822ff5f4941c504a26aa",0
"9d9397fb432ff23e044e34f401a244b1",1
"fc0ebe7eb5edb1d7e51a0c2c7dc56dbc",1
"96114031d7bd87c1847cd9f5ae97b345",0
"906df585d6750f82118da6db46205ec3",1
"c310b766f193dbacc39e5dfa40f9d3b3",1
"c7ecac80f69e908adf7ccf44fe7c74c3",1
"12c6f2297ef7c47b30856b80ad6a424e",1
"55e342a3e77732ac0202d993a5878830",1
"3367be56a09230611f82dce39c34704b",1
"f7d737aab0839d3a5559db54f9a0e781",1
"f902d5085e6e482f57f4601b5480bb36",1
"6bbc40e1f92bd03c7a9cd43413fbc51a",0
"86509d9a0e63e6c3da96acba5cce061a",1
"39cc81e0f2801b7f97e33ff0fa31da82",1
"ae58bf1d76e6a1c09f15d2687baa0227",0
"20065339668209e66f3eb2a19afaa789",0
"20f728306ec972a6c12d4a1874e9d35b",1
"ec9e697607f6fd53911ce7c570bbde8a",1
"17665d8033a5f0fdbfebb166e60ce6ed",0
"0dacb0799a63c47f4ff6fd8d11811e54",1
"6dbee5d312ac2f06c99b2850934e1af5",0
"1caa883ab7e829cfb7c9e9d5697f8505",0
"dc5a12d506b734d093c864de52a83f5e",0
"7c7cb6cc2867a4acf5b5f9cccf81da50",1
"27e5183c9aacf4e65e922dfc44a42574",1
"d5c35bbb68a815e271f159547e2dcdea",0
"0b556ddd2cdeedb7fa49833e5c687d9d",1
"395c6446554b735c2f912bd29d406442",0
"142ddf118e536cbe5e64d697a4e2e22c",0
"1afe3f1719a533522157ed357a24dd20",1
"6db73840cb64d06b7ce42139684b5104",1
"48ad74d877ca7680677f9ae2bfabba61",0
"5ba5d25c4579fdb9f3f39170d3298d16",1
"8a6893a062587120abc55abe828fe5f1",0
"8a9af8dd2c5c4e226aa5f605dc1be6a6",0
"053ba70a2ea8b803715b51844bfa4a42",1
"4443e6384fcadc02f0f5f165461e9806",0
"e2131d428a216397154182d23f82045c",1
"824d2f6bd2fc906c6b8e3e1ce5c3e136",0
"79c4251cd329429c25f62e812d4cc485",0
"9ab26733589acaaebd8eafbabf0a8f4e",1
"4b800a72b23f7d5e9005cb557b186d83",1
"5e17b4e164cfa1cee21a28085fe97101",1
"78ac8535fed5012e03aa238fbe35d342",1
"a0df72ca7ca215398f847c51de50d2b8",0
"83070bf5ccfaf844df6564321fd1f69d",1
"01a6c0cdcdaed8fde8ca7254090bd6b7",0
"ae0d94d2ffa37f10ad3895e288159336",0
"5b282335c40f7cebebc2312ea4094245",1
"6e0e39491e7a572f087b2a61c8a815b5",1
"6c1724484256a60e694e9a5110f40429",1
"d3f96b88ceb38e8e3d45fbd023da3d9d",0
"8e2e3f39d1ad843575d9de034417be4e",1
"41ef351fa2896824f4e989b553820d05",1
"78399c96077db04f20dd8c17ebfe9274",1
"529c51fe134528ef1e3af70dd0d569ea",0
"2d6e27d788b187fb9419c0ae0baa57d7",1
"44591b02122785f895d368b269914783",0
"2ff5f1abf3cf0cb0c76ed7472a631d65",0
"9b4259db85ccdf32853efe84f2ad28c7",1
"32325ca6a64fac144a3cc9c2b8d6e81e",1
"cef6a574efa02121c252c6264eefdc35",1
"cd2d18d95d3a70bc3cb324d37d453bf2",1
"37967d208e965ac97b4f562fb8a75a52",1
"db25afada96ce848ccd78b3902c353d0",0
"1d800b2c8f84730ce3ed98c215dd7c77",1
"3bd2180db426301146da6a4420abf0ae",1
"3058bd4271abcefa99a6f09ce773f807",1
"9a2855c438143dc485b8b9bae617576d",1
